epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.625,0.0010000000474974513,0.705528974533081,0.9333333373069763,0.5600000023841858,0.5,0.6933491230010986,0.5,1.0
